Lat,Lng,Distance (meters),Distance (feet),Distance (miles),Elevation (meters),Elevation (feet),Slope (degrees),Aspect (degrees),Landcover,Canopy (percent),Linear Grade (percent)
37.81626156060848,-107.65547695390316,7987,26205,4.9631106628768125,2842,9324,1,155,Developed,0,0.55
37.816342888071475,-107.6551480923238,8018,26305,4.981940724565626,2842,9324,2,187,Developed,0,0.05
37.81637437668249,-107.6548065635228,8048,26404,5.0007296866734805,2843,9327,1,167,Developed,0,-0.13
37.816418,-107.65446739100568,8078,26503,5.019507240774484,2843,9327,1,233,Developed,0,-0.15
37.81644676349124,-107.654124341937,8108,26603,5.038357873282067,2843,9327,1,95,Grassland,0,-0.1
37.816467,-107.65378055949469,8139,26702,5.05719536300061,2843,9327,1,185,Grassland,0,-0.06
37.81653411137381,-107.65344936877298,8169,26801,5.075878600520613,2843,9327,3,326,Grassland,0,-0.02
37.81654,-107.65310470635507,8199,26900,5.0947164797806455,2843,9327,1,272,Grassland,0,0.0
37.81654,-107.65275810621898,8230,27000,5.113655837380283,2843,9327,1,205,Grassland,0,1.0
37.81656244861539,-107.65241421328199,8260,27100,5.13251130810507,2843,9327,1,248,Developed,0,1.7
37.816588,-107.65207042888451,8290,27199,5.151379754252862,2843,9327,0,225,Developed,0,0.77
37.816596776660774,-107.65172552766268,8321,27299,5.170236039537487,2844,9331,1,233,Developed,0,2.4
37.81664300572198,-107.65138572687366,8351,27398,5.189077175229058,2844,9331,1,264,Developed,0,1.05
37.816673,-107.65104347448505,8381,27498,5.20789365799426,2845,9334,1,273,Developed,0,1.41
37.81669827157591,-107.65070003337459,8412,27597,5.2267415955594165,2845,9334,1,288,Developed,0,1.53
37.81675912740094,-107.6503673797207,8442,27696,5.245399865082862,2846,9337,3,262,Developed,0,2.3
37.81688978472951,-107.65006552039746,8472,27795,5.264208052255092,2846,9337,6,296,Developed,0,1.34
37.81701298619662,-107.64975970846018,8502,27894,5.2829660565770125,2847,9341,1,219,N/A,0,2.58
37.817098,-107.64943520755662,8532,27993,5.301647371182455,2847,9341,0,220,Forest,0,1.01
37.81722588180054,-107.64913156347822,8562,28092,5.320449998919641,2848,9344,1,220,N/A,0,2.36
37.81739806759789,-107.64886493240209,8593,28191,5.339268106543464,2848,9344,1,196,Grassland,0,0.96
37.817595096120776,-107.64863156787584,8623,28290,5.357932036112034,2849,9347,2,289,Grassland,0,1.52
37.81773267014121,-107.6483351361621,8653,28389,5.376718272202192,2849,9347,3,290,Grassland,0,1.33
37.81786278075066,-107.64803504812332,8683,28488,5.39542322096118,2850,9350,5,253,Grassland,0,2.61
37.8180038536473,-107.64773893232135,8714,28588,5.4143183673954445,2850,9350,3,202,Grassland,0,1.07
37.8181629174281,-107.64745816724475,8744,28687,5.433197465402993,2851,9354,1,215,Developed,0,2.25
37.81835279881702,-107.64721286627132,8774,28786,5.451963589338267,2852,9357,7,179,Grassland,0,4.83
37.818408,-107.64688269235083,8804,28884,5.470404545051626,2853,9360,4,256,Grassland,0,2.38
37.81840970209316,-107.6465363476931,8834,28984,5.489329829579945,2853,9360,5,280,Developed,0,2.32
37.818456,-107.64619530727472,8865,29084,5.508238078254342,2854,9364,4,306,Developed,0,1.54
37.81849520727929,-107.64585597527321,8895,29182,5.526977079296756,2854,9364,3,316,Developed,0,0.84
37.818565903093486,-107.64552618993677,8925,29281,5.545648855582743,2855,9367,2,308,Developed,0,1.77
37.8186617596797,-107.64520430496154,8955,29380,5.564445474959657,2855,9367,5,269,Grassland,0,0.21
37.81875011084246,-107.64487763494208,8985,29480,5.5833124548363084,2856,9370,8,191,Developed,0,2.5
37.818908715158386,-107.6446002848416,9016,29579,5.6020214539294395,2856,9370,3,186,Grassland,0,1.11
37.81907671176947,-107.64432989343601,9046,29678,5.620818323776721,2856,9370,3,229,Grassland,0,0.27
37.81920854554292,-107.64403343215034,9076,29776,5.639407711082571,2857,9373,6,197,Grassland,0,0.53
37.81933020153666,-107.64372619081621,9106,29875,5.65818671359694,2857,9373,8,165,Developed,0,0.79
37.8194652992329,-107.643425904589,9136,29975,5.677069162074904,2857,9373,11,161,Developed,0,2.43
37.819633672735584,-107.64315534127009,9167,30074,5.695889450169221,2858,9377,10,161,Developed,0,2.48
37.81981875302013,-107.64290224697989,9197,30174,5.714734703171884,2858,9377,9,164,Developed,0,1.46
37.820025154599676,-107.64267831498798,9227,30273,5.733537508824207,2859,9380,9,171,Developed,0,3.67
37.82027083769732,-107.64253129057563,9258,30372,5.752334707576241,2860,9383,4,246,Developed,0,1.75
37.820519579664534,-107.64238959363368,9288,30472,5.771202088798653,2860,9383,3,244,Developed,0,1.2
37.820769297024235,-107.64225876682438,9318,30571,5.789895927006294,2861,9386,5,220,Developed,0,1.65
37.82102219534446,-107.64212763199183,9348,30671,5.808799622868299,2861,9386,1,171,Developed,0,0.59
37.821278673399334,-107.6420120816502,9379,30770,5.827630342843227,2862,9390,2,129,Developed,0,2.17
37.821545517003614,-107.64194700000002,9409,30869,5.846427502379629,2862,9390,3,146,Grassland,0,2.01
37.82178272294421,-107.64177600788676,9439,30969,5.865308760025594,2863,9393,7,131,Developed,0,1.75
37.82201773198328,-107.64160075581701,9470,31069,5.884175165808029,2864,9396,5,142,Developed,0,2.26
37.82220570499791,-107.64135156062923,9500,31168,5.903001942630378,2864,9396,3,152,Developed,0,1.4
37.82237985147387,-107.6410856691706,9530,31268,5.921874293516499,2865,9400,4,158,Grassland,0,1.27
37.822525196843834,-107.64079681418607,9560,31366,5.940587105605615,2865,9400,6,163,Developed,0,0.68
37.82262077879041,-107.64047426875268,9591,31466,5.95940993220006,2865,9400,11,164,Developed,0,-0.93
37.8227007534169,-107.64014623291544,9621,31565,5.978167655061191,2866,9403,20,162,Grassland,0,4.22
37.82281295426269,-107.6398321431883,9651,31664,5.9970024114967035,2866,9403,7,210,Grassland,0,3.57
37.82290359124542,-107.63950598596776,9682,31764,6.01589381710792,2867,9406,8,198,Grassland,0,3.73
37.822981,-107.63917556076588,9712,31863,6.034725027158669,2868,9409,4,202,Grassland,0,0.95
37.82303784947091,-107.63883809852291,9742,31963,6.053578098699309,2868,9409,10,144,Grassland,0,-2.03
37.823076028314524,-107.63849590947645,9773,32063,6.072460354769907,2867,9406,8,162,Grassland,0,-7.73
37.823043870272414,-107.6381549883078,9803,32162,6.091220092396152,2866,9403,3,151,Grassland,0,-2.74
37.823077229497734,-107.6378154295488,9833,32260,6.109915989953685,2865,9400,2,196,Developed,0,0.2
37.82314072992633,-107.63747928650243,9863,32360,6.128800224730247,2866,9403,1,177,Developed,0,2.84
37.823184684672086,-107.63713836151506,9894,32460,6.147674295124274,2866,9403,0,211,Developed,0,1.67
37.823212,-107.63679441576244,9924,32560,6.16656165587034,2866,9403,1,217,Developed,0,0.74
37.823263412277555,-107.63645899229908,9954,32658,6.185230462045303,2867,9406,2,223,Developed,0,2.37
37.82330223456624,-107.63611715638865,9985,32758,6.2040998391067825,2867,9406,1,284,Developed,0,1.03
37.82332214204225,-107.63577338923712,10015,32857,6.222933078134463,2867,9406,0,182,Developed,0,0.55
37.82336461275257,-107.63543248839879,10045,32957,6.241789536390641,2868,9409,2,182,Grassland,0,1.93
37.82340362334515,-107.63509058794817,10076,33056,6.26066423625613,2869,9413,3,189,Grassland,0,3.08
37.82344863363424,-107.63475068906158,10106,33156,6.279494845026906,2870,9416,4,202,Grassland,0,6.51
37.8236006420226,-107.63447977359066,10135,33252,6.297651470107307,2872,9423,12,166,Grassland,0,9.76
37.82378654276869,-107.63422733104329,10165,33351,6.316508715654817,2873,9426,22,172,Grassland,0,2.13
37.82403978741159,-107.63413500000001,10195,33447,6.334737753027353,2874,9429,27,66,Grassland,0,-0.75
37.824308036490876,-107.63418300000001,10225,33546,6.353477126988591,2874,9429,7,87,Grassland,0,0.81
37.82457561163141,-107.6341459487258,10255,33645,6.372095839282242,2875,9432,3,137,Grassland,0,1.21
37.82477761704162,-107.63391900408233,10285,33743,6.390777134821339,2875,9432,4,163,Grassland,0,1.22
37.82490363501663,-107.63361693007889,10315,33842,6.409442031081036,2876,9436,5,138,Grassland,0,1.83
37.825051124854824,-107.63332680247449,10345,33941,6.428292931822923,2876,9436,4,179,Grassland,0,-0.18
37.8251594409352,-107.63300913300972,10376,34041,6.447197473089571,2876,9436,2,125,Grassland,0,1.27
37.82528643759854,-107.63270260656964,10406,34141,6.4661090941100055,2877,9439,2,121,Grassland,0,2.77
37.82541599229294,-107.63240512930835,10436,34239,6.48466905697422,2877,9439,5,218,Grassland,0,2.86
37.82552721071911,-107.63208947320226,10466,34339,6.503553464206303,2878,9442,10,173,Grassland,0,-0.61
37.82570459504038,-107.63182754208272,10497,34438,6.522404257363756,2878,9442,15,144,Grassland,0,2.83
37.82590175454865,-107.63159066893613,10527,34538,6.541205263809966,2879,9446,21,151,Grassland,0,4.76
37.82603726613142,-107.63129155077917,10557,34637,6.5600452419785125,2880,9449,16,166,Developed,0,1.47
37.82605100000001,-107.63094937980618,10588,34736,6.578764289244802,2881,9452,18,193,Grassland,0,2.95
37.826026,-107.63060646087334,10618,34835,6.597579716732241,2881,9452,16,189,Grassland,0,-0.12
37.826036311355175,-107.6302614432241,10648,34935,6.616443666554367,2882,9455,26,179,Grassland,0,6.71
37.8261694900627,-107.62995994468062,10679,35035,6.635317260693518,2884,9462,18,150,Grassland,0,6.22
37.826334492660905,-107.62968706195417,10709,35134,6.654093559220976,2885,9465,22,145,Grassland,0,2.72
37.826539547615596,-107.62945860466792,10739,35233,6.67298744963179,2886,9469,22,131,Developed,0,-0.59
37.82672198876986,-107.62920185626153,10770,35333,6.691856161919668,2886,9469,13,150,Grassland,0,2.22
37.82687617393194,-107.62892116799418,10800,35432,6.710535673229076,2886,9469,24,142,Developed,0,-2.18
37.82697103330283,-107.62859679378356,10830,35531,6.729433697193161,2886,9469,19,159,Developed,0,-0.92
37.82711263406805,-107.62830245820551,10860,35631,6.748262881910193,2886,9469,18,145,Developed,0,3.24
37.827258915908196,-107.62801436546961,10890,35730,6.766974677838071,2887,9472,18,155,Developed,0,1.53
37.82733069945965,-107.62768350270173,10921,35829,6.785720994094024,2888,9475,24,167,Grassland,0,5.0
37.82739234824927,-107.6273478008259,10951,35928,6.8045513409890805,2889,9478,24,181,Grassland,0,4.15
37.82739369690336,-107.62700280617251,10981,36028,6.8234004287870835,2890,9482,22,186,Grassland,0,1.67
37.827297505601116,-107.6266784475145,11012,36128,6.8423297476525144,2890,9482,7,173,Grassland,0,-1.3
37.82735580821208,-107.62638426140265,11038,36215,6.858900895853125,2890,9482,11,132,Grassland,0,-3.38
37.82755145362895,-107.62614354637107,11069,36315,6.877771554579296,2889,9478,18,143,Grassland,0,-1.28
37.82772666232039,-107.62589088420815,11098,36412,6.896140910930695,2890,9482,19,146,Grassland,0,3.85
37.82789508222736,-107.62562943121597,11128,36509,6.914573528790784,2889,9478,14,194,Developed,0,-2.32
37.8279839849382,-107.62530606627188,11158,36608,6.933280159628682,2890,9482,16,195,Grassland,0,2.2
37.828016,-107.62496487905884,11188,36707,6.952051922667498,2890,9482,15,205,Shrub,0,3.17
37.82795651945646,-107.62463324336008,11218,36805,6.970632017761361,2891,9485,20,217,Developed,0,3.54
37.82780886906736,-107.62434735278421,11248,36904,6.989294232637848,2892,9488,19,224,Shrub,0,0.63
37.827627899103305,-107.62409469392364,11278,37002,7.00792877056416,2893,9491,11,228,Developed,0,4.8
37.82754383591889,-107.62376637850551,11309,37101,7.026785227111469,2893,9491,19,215,Shrub,0,1.72
37.82746629784591,-107.62344048922955,11338,37200,7.045380487819249,2894,9495,24,184,Shrub,0,1.09
37.827458,-107.62309514719163,11369,37299,7.064257034660205,2894,9495,19,181,Grassland,15,0.13
37.827458,-107.62274849578029,11399,37399,7.08319639225984,2895,9498,22,177,Grassland,0,3.51
37.827482,-107.6224056012981,11430,37499,7.1020038959386,2895,9498,26,183,Grassland,0,1.02
37.8274329704204,-107.62206920782575,11460,37597,7.120693093097452,2896,9501,19,219,Crops,0,-0.34
37.82733556204263,-107.62174677371668,11490,37697,7.139553911205694,2896,9501,15,176,Developed,0,-0.21
37.82724770583286,-107.62142199506015,11520,37796,7.158310073162571,2896,9501,10,203,Crops,0,1.74
37.827166825514446,-107.62109276406063,11551,37895,7.177147654826347,2896,9501,7,280,Crops,0,0.11
37.827141999999995,-107.6207485557761,11581,37995,7.196031846063117,2897,9505,18,187,Crops,0,2.75
37.82717212803829,-107.62040442031885,11611,38095,7.214948960046877,2897,9505,6,219,Crops,0,2.37
37.827142,-107.6200679897444,11641,38193,7.23344773506059,2898,9508,10,205,Developed,0,1.73
37.827097856298536,-107.61973028149265,11671,38291,7.2521495184272515,2898,9508,13,199,Developed,0,3.35
37.827082,-107.61938610376718,11702,38391,7.27098577838518,2899,9511,15,221,Developed,0,2.36
37.82707037278437,-107.61904135944411,11732,38490,7.289838202425276,2900,9514,25,174,Developed,0,3.73
37.82714823919646,-107.61871220679917,11762,38590,7.308610847015099,2901,9518,28,162,Crops,0,0.36
37.82719023956023,-107.61837090732787,11792,38689,7.327482829524659,2901,9518,14,186,Crops,0,-1.45
37.82719341973255,-107.61802469969285,11823,38789,7.346399288612425,2901,9518,15,187,Crops,0,4.31
37.827233081589966,-107.61768417050195,11853,38888,7.365205401449879,2903,9524,10,208,Crops,0,8.73
37.827276,-107.61734421123867,11883,38988,7.384014934029649,2904,9528,25,195,Crops,21,1.13
37.827295149059964,-107.61700544035959,11913,39086,7.402571114725091,2904,9528,22,167,Crops,0,-2.17
37.827364736484654,-107.61667418581905,11943,39185,7.421298445381489,2904,9528,15,167,Crops,0,0.49
37.82745861178262,-107.6163492180711,11974,39284,7.4402032852382085,2905,9531,16,175,Forest,0,2.36
37.827548868979065,-107.61602508959423,12004,39383,7.458980359661462,2906,9534,9,161,Developed,0,3.04
37.82764380054833,-107.61570211692937,12034,39483,7.477808182253001,2906,9534,4,240,Forest,0,2.19
37.827715733768684,-107.61536816297873,12065,39583,7.496720036459575,2907,9537,13,196,Forest,0,0.56
37.82783689051168,-107.6150617831062,12095,39682,7.5154397606018435,2907,9537,20,159,Developed,0,1.49
37.827977539824815,-107.61476625104265,12125,39781,7.534290594552692,2907,9537,14,197,Developed,0,1.21
37.828067371016516,-107.61444002098324,12156,39881,7.5531661563758865,2908,9541,16,174,Crops,0,1.15
37.8281209774903,-107.61410576532997,12186,39979,7.571800754108438,2908,9541,15,171,Developed,0,3.06
37.828182414225985,-107.61377183263288,12216,40078,7.590533442235573,2910,9547,11,189,Developed,0,4.93
37.828227980710125,-107.61343349741384,12246,40177,7.609285044025114,2911,9551,12,177,Developed,0,3.85
37.82827865804569,-107.6130954913956,12276,40276,7.628081612698029,2912,9554,4,247,Developed,0,2.83
37.82836398937005,-107.61276855121224,12307,40376,7.646893777105585,2912,9554,4,233,Crops,0,2.32
37.82852083788093,-107.61248673252331,12337,40475,7.665729253911584,2913,9557,5,142,Grassland,0,1.67
37.82867276827486,-107.6121988488304,12367,40575,7.68464543463765,2913,9557,9,199,Developed,0,-0.46
37.82870634550757,-107.61185745054848,12398,40674,7.703441521821055,2914,9560,6,210,Developed,0,2.01
37.828746142032614,-107.6115154520703,12428,40774,7.722328030941893,2915,9564,14,208,Developed,0,4.96
37.82875405128047,-107.61116894884276,12458,40874,7.741266864527948,2916,9567,17,222,Grassland,0,2.04
37.82875196607466,-107.61082293374453,12489,40974,7.7601716755161805,2916,9567,22,189,Grassland,0,-0.07
37.82876886824375,-107.61047809118132,12519,41073,7.779048114420529,2916,9567,23,177,Grassland,0,1.65
37.82879075390511,-107.61013315341741,12550,41173,7.797954214545888,2917,9570,16,179,Grassland,0,2.08
37.828826101858326,-107.60979109760311,12580,41273,7.816801418752647,2918,9573,13,176,Grassland,0,2.15
37.828854651953144,-107.6094468386707,12610,41373,7.835713102453947,2918,9573,4,270,Grassland,0,1.29
37.82890925877604,-107.60911050077657,12641,41472,7.854472818728201,2919,9577,6,180,Grassland,0,3.08
37.82899428468539,-107.60878251015653,12671,41571,7.87333273989864,2920,9580,7,226,Grassland,0,4.75
37.82915773179559,-107.60851432184529,12701,41669,7.891839666460724,2921,9583,11,142,Grassland,0,2.53
37.82938444539765,-107.60832104936651,12731,41769,7.9107452064467845,2922,9587,11,129,Grassland,0,2.34
37.82960727118677,-107.60812000487554,12762,41869,7.929671486773818,2923,9590,17,142,Grassland,0,3.94
37.82981941342611,-107.60790294131921,12792,41968,7.948538412473417,2923,9590,24,133,Grassland,0,1.75
37.83002196727972,-107.60767003272028,12822,42068,7.967465020579154,2924,9593,23,140,Grassland,0,1.89
37.830241919743536,-107.60746506305865,12853,42168,7.986356066951069,2925,9596,20,131,Grassland,0,1.87
37.83046586222613,-107.60726905316868,12883,42267,8.005187469937807,2926,9600,21,140,Grassland,0,5.44
37.830690292798145,-107.60707352263951,12913,42367,8.02403177734174,2926,9600,24,136,Grassland,0,0.29
37.83088870954583,-107.60684359106465,12943,42465,8.042637237218473,2926,9600,16,139,Developed,0,-2.38
37.831002853415924,-107.60652956695753,12974,42565,8.061522784437912,2926,9600,7,179,Grassland,0,-0.11
37.83107712197423,-107.6061965840301,13004,42665,8.080425921129056,2927,9603,5,198,Grassland,0,4.81
37.83111769618119,-107.60585530286598,13035,42764,8.099280998837477,2928,9606,5,292,Grassland,0,3.6
37.8311434887722,-107.60551133220719,13065,42864,8.118157457500466,2929,9610,9,186,Grassland,0,2.18
37.83123523918717,-107.60518563700533,13095,42964,8.137048890523923,2929,9610,7,219,Grassland,0,1.46
37.83137306876583,-107.60488737720387,13126,43063,8.15592764170346,2930,9613,12,195,Developed,0,2.02
37.83151625773458,-107.60459385530652,13156,43163,8.17477555305012,2930,9613,12,164,Developed,0,1.59
37.83165306507625,-107.60429536442447,13186,43262,8.1936295596736,2931,9616,12,150,Grassland,0,-0.98
37.8317752843577,-107.60398579683877,13217,43362,8.212537116501359,2931,9616,10,259,Grassland,0,1.8
37.83188476651713,-107.60367015799207,13247,43462,8.231370693863438,2932,9619,17,171,Grassland,0,4.52
37.83203403077238,-107.60338114042031,13277,43561,8.250236259518951,2932,9619,22,152,Developed,0,1.6
37.832161516491134,-107.60307875986578,13308,43660,8.2689621254054,2933,9623,22,148,Developed,0,-1.89
37.83225897313723,-107.60275578266686,13338,43760,8.287850773516372,2933,9623,11,193,Developed,0,-0.05
37.83236238965872,-107.60243764291276,13368,43859,8.306645767471691,2932,9619,13,201,Developed,0,-1.74
37.83246734805316,-107.6021176254512,13399,43959,8.325576286029543,2932,9619,28,146,Developed,0,-0.14
37.83256962606821,-107.6017977478636,13429,44059,8.344429371807966,2933,9623,21,164,Developed,0,6.3
37.832677610132805,-107.60148064718223,13459,44158,8.36329466056919,2934,9626,22,166,Grassland,0,5.39
37.83280934478958,-107.60117734417554,13490,44258,8.382204726153846,2935,9629,12,75,Grassland,0,3.05
37.83300819022319,-107.60094609079596,13520,44357,8.4008806000431,2936,9633,11,171,Grassland,0,-0.89
37.83322848511179,-107.60074221786586,13550,44456,8.419755041033257,2936,9633,6,248,Grassland,0,1.13
37.8334033473227,-107.6004787832128,13581,44556,8.438554416578517,2936,9633,4,225,Grassland,0,-0.24
37.83362577096506,-107.60027918322797,13611,44655,8.45741196161082,2937,9636,9,217,Developed,0,1.3
37.83384767359531,-107.60008083851375,13641,44754,8.476200464066851,2937,9636,8,224,Grassland,0,2.2
37.834074401816174,-107.59988886164535,13672,44854,8.495067030630034,2938,9639,4,256,Developed,0,2.67
37.83430435616031,-107.59970210445478,13702,44954,8.513964013110703,2938,9639,2,254,Developed,0,1.67
37.834515072072605,-107.59948123620835,13732,45054,8.532885691206856,2939,9642,2,213,Developed,0,2.09
37.834749565523566,-107.59930571723824,13763,45153,8.551727953118451,2939,9642,1,98,Developed,0,1.39
37.83498162885966,-107.59912537114033,13793,45253,8.570562288642689,2940,9646,5,155,Grassland,0,2.35
37.835123465849655,-107.59883459444453,13823,45351,8.589232796797628,2941,9649,4,170,Grassland,0,1.5
37.835161972298266,-107.59849295570974,13853,45451,8.608085441838645,2941,9649,7,210,N/A,0,1.57
37.835178476988794,-107.59814781163871,13884,45551,8.626975005190326,2942,9652,2,212,N/A,0,2.68
37.835185962927056,-107.59780126047994,13914,45651,8.64591398334161,2943,9656,3,283,N/A,0,3.26
37.835220544757725,-107.59745852135234,13945,45750,8.664789806936083,2943,9656,2,275,N/A,0,3.47
37.83524561975434,-107.59711530117744,13975,45850,8.683619773878318,2944,9659,1,253,N/A,0,3.46
37.83525339420631,-107.59676876512019,14005,45950,8.702558466251983,2945,9662,3,263,N/A,0,3.4
37.8352618151587,-107.59642226797686,14036,46050,8.721496354249144,2946,9665,3,270,N/A,0,1.16
37.83526881049739,-107.59607570689741,14066,46150,8.740434955436914,2947,9669,3,307,N/A,0,2.22
37.83532406933124,-107.59573812147697,14097,46249,8.759268968583376,2948,9672,2,242,Developed,0,2.72
37.83544535024691,-107.59542798199237,14127,46349,8.778174832613676,2948,9672,2,249,Developed,0,3.11
37.83562021777893,-107.59517059584374,14157,46447,8.796722385631355,2949,9675,5,228,Developed,0,2.71
37.83582228624616,-107.5949422150586,14187,46546,8.815457864833586,2950,9678,4,245,Developed,0,3.28
37.836022105169114,-107.59470613292231,14218,46646,8.83436200866637,2951,9682,2,221,Developed,0,1.16
37.83621527638944,-107.59446119127351,14248,46745,8.853271904723542,2951,9682,1,66,Developed,0,-1.17
37.83638043748814,-107.59418578459415,14278,46845,8.872162883256577,2951,9682,5,180,Developed,0,-3.24
37.83658356617898,-107.59395526128907,14309,46945,8.891030967130915,2950,9678,6,130,Grassland,0,-1.77
37.83680846904793,-107.5937623542408,14339,47044,8.909820944337424,2950,9678,1,330,Grassland,0,-0.65
37.8370318150002,-107.59356516594575,14369,47143,8.928654622656673,2950,9678,3,143,Developed,0,-0.18
37.837214292223,-107.5933074512044,14400,47243,8.947562792998514,2949,9675,1,41,Grassland,0,-1.29
37.83733553224168,-107.59299998075655,14430,47342,8.966336452517726,2949,9675,2,292,Developed,0,-0.15
37.837440564044485,-107.59268531143127,14460,47441,8.984998380170035,2949,9675,7,222,Developed,0,0.12
37.83755377159816,-107.5923719159345,14490,47540,9.003824323633438,2949,9675,3,311,Developed,0,1.27
37.837713465702045,-107.5921057809274,14520,47637,9.022083020537583,2949,9675,5,284,Developed,0,0.66
37.837886903002484,-107.59183954252839,14550,47736,9.040936361624997,2950,9678,3,278,Grassland,0,2.46
37.83808079939335,-107.59159505785784,14580,47836,9.05986387254486,2950,9678,6,209,Developed,0,0.55
37.83824211118913,-107.59131953590908,14611,47935,9.078599784702694,2950,9678,3,248,Developed,0,-0.2
37.83842327035481,-107.59107516210535,14640,48032,9.09690908710491,2950,9678,7,309,Grassland,0,-2.94
37.83867569014558,-107.59094560563176,14670,48131,9.115748947729692,2950,9678,6,286,Developed,0,-0.75
37.838945133336175,-107.59088866991843,14701,48231,9.134644225238088,2949,9675,4,278,Developed,0,0.29
37.839215380810316,-107.59085670129973,14731,48330,9.153418798029477,2949,9675,0,93,Developed,0,0.31
37.839480684951006,-107.59077455685029,14761,48430,9.172310690683718,2949,9675,1,235,N/A,0,-2.15
37.839667123753586,-107.59054055851229,14791,48526,9.190468324933736,2949,9675,3,325,N/A,0,-0.91
37.83982939910484,-107.59026534785121,14821,48625,9.20923011834932,2949,9675,4,333,N/A,0,-0.32
37.839964961578026,-107.5899678918085,14851,48724,9.22799047834137,2949,9675,3,321,Developed,0,2.21
37.84010026498996,-107.58966708989195,14881,48824,9.246900460570945,2949,9675,3,302,Developed,0,1.32
37.84027787137485,-107.58940520746225,14912,48923,9.265757092695607,2949,9675,3,298,Developed,31,0.41
37.840500925669716,-107.58920572328978,14942,49023,9.284646007822682,2949,9675,3,313,Developed,0,0.03
37.84072336692524,-107.58900463307477,14973,49123,9.303551123154653,2949,9675,3,303,Developed,0,-0.37
37.84096171864132,-107.58883868060384,15003,49222,9.322365921000042,2950,9678,5,281,Developed,0,1.74
37.84122455338682,-107.5887434511269,15033,49322,9.341275922408203,2950,9678,5,259,Developed,0,3.22
37.84148459671717,-107.58864452471317,15064,49421,9.36005746440751,2951,9682,2,53,Developed,0,0.6
37.84175429266844,-107.58859979078525,15094,49521,9.378871851413885,2951,9682,4,232,Developed,0,0.87
37.8420237479179,-107.58856386106486,15124,49619,9.397613279882963,2951,9682,3,294,Developed,0,-0.14
37.842283987754044,-107.58849216975167,15154,49717,9.416035269529807,2951,9682,4,272,Developed,0,0.38
37.84249709594279,-107.58828343769855,15184,49815,9.434671064633058,2951,9682,3,193,N/A,0,0.11
37.842668200433906,-107.58801399067235,15214,49915,9.453557673712487,2952,9685,5,228,Developed,0,0.73
37.8428451347573,-107.58775186524268,15244,50014,9.472393762117012,2952,9685,5,274,N/A,0,-0.11
37.84306486939825,-107.58755115672213,15275,50113,9.491134411694082,2952,9685,12,309,N/A,0,1.38
37.843261635789545,-107.58731270827522,15305,50213,9.509972995551347,2953,9688,9,277,N/A,0,3.21
37.843461701117654,-107.58707717686859,15335,50313,9.528868221956055,2953,9688,2,158,Developed,0,0.19
37.843619587184826,-107.58679412773867,15366,50412,9.547797415587947,2953,9688,8,219,N/A,0,-2.1
37.84374728295382,-107.58649014034293,15396,50512,9.566605284118246,2953,9688,8,306,Developed,0,1.92
37.84384869988223,-107.58617035824184,15426,50611,9.585428780411975,2953,9688,4,295,N/A,0,2.61
37.84392825226035,-107.58583981058014,15457,50711,9.604304182216579,2954,9692,5,305,Crops,0,0.4
37.84394521073273,-107.58549398823443,15487,50811,9.623230410095083,2954,9692,10,52,N/A,0,-1.96
37.8439528954513,-107.5851474062078,15518,50911,9.642169205440732,2953,9688,10,25,N/A,0,-2.39
37.843998097699895,-107.58480852180384,15548,51010,9.66094227143981,2953,9688,5,319,N/A,0,1.25
37.84415219624586,-107.58453328795999,15577,51107,9.679371571752762,2953,9688,5,233,N/A,0,-0.53
37.84430014700759,-107.58424224539166,15608,51207,9.698278275892923,2953,9688,5,16,Developed,0,-1.07
37.84449021137317,-107.58399826519727,15638,51306,9.716998443454873,2953,9688,4,303,Developed,0,2.2
37.84471746251498,-107.5838091550542,15668,51405,9.73580780063299,2954,9692,6,243,Developed,0,7.07
37.84494888628065,-107.58362795318206,15699,51505,9.754628289346172,2956,9698,9,250,Developed,0,6.86
37.845183168537496,-107.58345029529647,15729,51604,9.77351704211398,2958,9705,7,248,Developed,0,6.16
37.8454202902941,-107.58327850808367,15759,51704,9.792413287018812,2959,9708,8,246,Developed,0,4.68
37.84566820373554,-107.5831343931631,15790,51804,9.811282052040957,2961,9715,7,257,Developed,0,3.83
37.84591616109919,-107.58298988154834,15820,51903,9.830162615745248,2962,9718,9,288,Developed,0,3.2
37.84614323688077,-107.5827964104954,15851,52003,9.849093655762061,2963,9721,13,282,N/A,0,2.32
37.8463680826022,-107.58260111844766,15881,52103,9.867952970575933,2963,9721,5,235,Crops,0,-1.45
37.846557993785304,-107.58235231029231,15911,52203,9.886854144373158,2963,9721,6,294,Grassland,0,-0.63
37.84670259181119,-107.58208935426299,15940,52295,9.904356484057423,2963,9721,7,284,Grassland,0,0.41
37.846870815170064,-107.58182018297248,15970,52394,9.92310637974572,2963,9721,11,338,N/A,0,-1.04
37.84702746113328,-107.58153612833199,16000,52494,9.942030630761499,2962,9718,7,115,N/A,0,-4.41
37.84714497862642,-107.58122782458288,16030,52593,9.960729659371093,2961,9715,10,73,Developed,0,-4.82
37.84723444115938,-107.58090141391318,16061,52692,9.979601786942752,2960,9711,4,50,Developed,0,-5.03
37.84739658349248,-107.58062511692783,16091,52792,9.998404431577756,2959,9708,5,250,Developed,0,-1.54
37.84760435745256,-107.5804013298396,16121,52891,10.017271324302792,2959,9708,6,282,Developed,0,0.28
